Loaded guess DOFs from: out_less_gates_twist_windowed_test1/opt_dofs_2026-08-23_01-07-13.npy (195 values)
Loaded endurance_tracks/Michigan-2019-endurance_gates.csv: 141 gates

===== Windowed sweep (window=6, step=5) =====


Obj funtion: (0.04848531531006994, 0.008981003730496519)   (rho_normalized calls: 189) 


Obj funtion: (0.04848531531388357, 0.008981003729590181)   (rho_normalized calls: 189) 


Obj funtion: (0.04848531530900849, 0.008981003723790964)   (rho_normalized calls: 189) 


Obj funtion: (0.04848531530611223, 0.008981003720497446)   (rho_normalized calls: 189) 


Obj funtion: (0.04848531530796454, 0.008981003728618566)   (rho_normalized calls: 189) 


Obj funtion: (0.04848531532078098, 0.00898100374287477)   (rho_normalized calls: 189) 


Obj funtion: (0.04848531532363255, 0.008981003743023715)   (rho_normalized calls: 189) 


Obj funtion: (0.048485315320374325, 0.008981003729232464)   (rho_normalized calls: 189) 


Obj funtion: (0.047897574420996236, 0.008863103402578459)   (rho_normalized calls: 189) 


Obj funtion: (0.04789757465862146, 0.008863103796322358)   (rho_normalized calls: 189) 


Obj funtion: (0.0478975742113933, 0.008863103055145738)   (rho_normalized calls: 189) 


Obj funtion: (0.04789757460290373, 0.008863103571020044)   (rho_normalized calls: 189) 


Obj funtion: (0.047897575226962384, 0.008863103829171604)   (rho_normalized calls: 189) 


Obj funtion: (0.04789757553018074, 0.008863104045012261)   (rho_normalized calls: 189) 


Obj funtion: (0.04789757813562702, 0.008863103726008011)   (rho_normalized calls: 189) 


Obj funtion: (0.047897574418336725, 0.008863103399854749)   (rho_normalized calls: 189) 


Obj funtion: (0.047897574420611426, 0.008863103399862326)   (rho_normalized calls: 189) 


Obj funtion: (0.047897574421465514, 0.00886310340298838)   (rho_normalized calls: 189) 


Obj funtion: (0.04789757444481785, 0.0088631034242638)   (rho_normalized calls: 189) 


Obj funtion: (0.04789757441921804, 0.008863103397874562)   (rho_normalized calls: 189) 


Obj funtion: (0.04789757448280562, 0.00886310339751353)   (rho_normalized calls: 189) 


Obj funtion: (0.04789757446659166, 0.00886310342112912)   (rho_normalized calls: 189) 


Obj funtion: (0.04789757444400797, 0.008863103465094507)   (rho_normalized calls: 189) 


Obj funtion: (0.04789757442404329, 0.00886310340392673)   (rho_normalized calls: 189) 


Obj funtion: (0.04789757453981977, 0.008863103501276746)   (rho_normalized calls: 189) 


Obj funtion: (0.04789757435527181, 0.008863103313140322)   (rho_normalized calls: 189) 


Obj funtion: (0.04789757455744155, 0.008863103376315306)   (rho_normalized calls: 189) 


Obj funtion: (0.04789757442108956, 0.00886310340283753)   (rho_normalized calls: 189) 


Obj funtion: (0.047897574421027336, 0.008863103402844802)   (rho_normalized calls: 189) 


Obj funtion: (0.04789757442092911, 0.008863103402491416)   (rho_normalized calls: 189) 


Obj funtion: (0.04789757442384583, 0.008863103405284206)   (rho_normalized calls: 189) 


Obj funtion: (0.04789757442183709, 0.008863103403472013)   (rho_normalized calls: 189) 


Obj funtion: (0.047897574426207006, 0.00886310340271564)   (rho_normalized calls: 189) 


Obj funtion: (0.047897574421020175, 0.008863103396417054)   (rho_normalized calls: 189) 


Obj funtion: (0.04789757441949771, 0.008863103394436)   (rho_normalized calls: 189) 


Obj funtion: (0.04789757442027783, 0.008863103401725355)   (rho_normalized calls: 189) 


Obj funtion: (0.04789757443813827, 0.008863103418141685)   (rho_normalized calls: 189) 


Obj funtion: (0.047897574430988014, 0.008863103414143078)   (rho_normalized calls: 189) 


Obj funtion: (0.04789757443255275, 0.008863103402312448)   (rho_normalized calls: 189) 


Obj funtion: (0.04777822448213717, 0.00963692447588569)   (rho_normalized calls: 147) 


Obj funtion: (0.04777822453203451, 0.009636924228638107)   (rho_normalized calls: 147) 


Obj funtion: (0.04777822442841754, 0.00963692474861503)   (rho_normalized calls: 147) 


Obj funtion: (0.04777822464136662, 0.009636924559221001)   (rho_normalized calls: 147) 


Obj funtion: (0.04777822504530917, 0.00963692447937941)   (rho_normalized calls: 147) 


Obj funtion: (0.04777822531930106, 0.00963692476775984)   (rho_normalized calls: 147) 


Obj funtion: (0.04777822821952186, 0.00963692488817984)   (rho_normalized calls: 147) 


Obj funtion: (0.047778224479959636, 0.009636924476152144)   (rho_normalized calls: 147) 


Obj funtion: (0.04777822448240594, 0.009636924477355459)   (rho_normalized calls: 147) 


Obj funtion: (0.047778224482522516, 0.009636924476442633)   (rho_normalized calls: 147) 


Obj funtion: (0.04777822450484012, 0.009636924505457008)   (rho_normalized calls: 147) 


Obj funtion: (0.04777822447829927, 0.009636924465203561)   (rho_normalized calls: 147) 


Obj funtion: (0.04777822454474134, 0.009636924470807225)   (rho_normalized calls: 147) 


Obj funtion: (0.04777822452029999, 0.009636924486978372)   (rho_normalized calls: 147) 


Obj funtion: (0.047778224489280485, 0.009636924457680308)   (rho_normalized calls: 147) 


Obj funtion: (0.04777822448495529, 0.009636924481473887)   (rho_normalized calls: 147) 


Obj funtion: (0.04777822458849619, 0.00963692459273175)   (rho_normalized calls: 147) 


Obj funtion: (0.047778224397835585, 0.0096369243141479)   (rho_normalized calls: 147) 


Obj funtion: (0.04777822462094373, 0.009636924445289213)   (rho_normalized calls: 147) 


Obj funtion: (0.04777822448226767, 0.009636924476134269)   (rho_normalized calls: 147) 


Obj funtion: (0.04777822448209107, 0.009636924475660731)   (rho_normalized calls: 147) 


Obj funtion: (0.0477782244820816, 0.00963692447583487)   (rho_normalized calls: 147) 


Obj funtion: (0.0477782244849433, 0.009636924479499188)   (rho_normalized calls: 147) 


Obj funtion: (0.04777822448317698, 0.009636924477621073)   (rho_normalized calls: 147) 


Obj funtion: (0.04777822448740986, 0.009636924476028534)   (rho_normalized calls: 147) 


Obj funtion: (0.04777822448176626, 0.009636924475075005)   (rho_normalized calls: 147) 


Obj funtion: (0.04777822448194333, 0.009636924478393018)   (rho_normalized calls: 147) 


Obj funtion: (0.04777822448150789, 0.00963692447552323)   (rho_normalized calls: 147) 


Obj funtion: (0.04777822449854467, 0.00963692449485725)   (rho_normalized calls: 147) 


Obj funtion: (0.047778224493969595, 0.009636924496117132)   (rho_normalized calls: 147) 


Obj funtion: (0.047778224493883345, 0.009636924476123673)   (rho_normalized calls: 147) 


Obj funtion: (0.04730311183077664, 0.008255302416109979)   (rho_normalized calls: 147) 


Obj funtion: (0.047303111527406044, 0.008255302413906797)   (rho_normalized calls: 147) 


Obj funtion: (0.04730311208307393, 0.008255302445069286)   (rho_normalized calls: 147) 


Obj funtion: (0.047303111943446455, 0.008255302501273244)   (rho_normalized calls: 147) 


Obj funtion: (0.04730311210797523, 0.008255302512508826)   (rho_normalized calls: 147) 


Obj funtion: (0.04730311234410673, 0.008255302792815437)   (rho_normalized calls: 147) 


Obj funtion: (0.04730311560276648, 0.00825530281219062)   (rho_normalized calls: 147) 


Obj funtion: (0.047303111829737676, 0.00825530241480741)   (rho_normalized calls: 147) 


Obj funtion: (0.04730311183288301, 0.00825530241815984)   (rho_normalized calls: 147) 


Obj funtion: (0.04730311183099332, 0.008255302416476977)   (rho_normalized calls: 147) 


Obj funtion: (0.04730311184658158, 0.008255302439083477)   (rho_normalized calls: 147) 


Obj funtion: (0.04730311182451228, 0.008255302406272196)   (rho_normalized calls: 147) 


Obj funtion: (0.0473031118950229, 0.008255302411361347)   (rho_normalized calls: 147) 


Obj funtion: (0.04730311185175963, 0.008255302450706138)   (rho_normalized calls: 147) 


Obj funtion: (0.047303111806389776, 0.008255302407254868)   (rho_normalized calls: 147) 


Obj funtion: (0.04730311183307402, 0.008255302420922546)   (rho_normalized calls: 147) 


Obj funtion: (0.04730311190787939, 0.0082553025197672)   (rho_normalized calls: 147) 


Obj funtion: (0.047303111743611556, 0.008255302281786517)   (rho_normalized calls: 147) 


Obj funtion: (0.04730311197481056, 0.008255302387151213)   (rho_normalized calls: 147) 


Obj funtion: (0.047303111830941054, 0.008255302416133849)   (rho_normalized calls: 147) 


Obj funtion: (0.04730311183052698, 0.008255302415757095)   (rho_normalized calls: 147) 


Obj funtion: (0.04730311183073946, 0.008255302416077241)   (rho_normalized calls: 147) 


Obj funtion: (0.04730311183285021, 0.008255302418950998)   (rho_normalized calls: 147) 


Obj funtion: (0.04730311183181407, 0.008255302417507555)   (rho_normalized calls: 147) 


Obj funtion: (0.04730311183616169, 0.008255302416228481)   (rho_normalized calls: 147) 


Obj funtion: (0.047303111829723535, 0.008255302417567535)   (rho_normalized calls: 147) 


Obj funtion: (0.047303111833143945, 0.00825530241819606)   (rho_normalized calls: 147) 


Obj funtion: (0.04730311183031375, 0.008255302415747269)   (rho_normalized calls: 147) 


Obj funtion: (0.04730311184352652, 0.008255302432530663)   (rho_normalized calls: 147) 


Obj funtion: (0.04730311184173591, 0.008255302432651566)   (rho_normalized calls: 147) 


Obj funtion: (0.047303111842827684, 0.008255302416262017)   (rho_normalized calls: 147) 


Obj funtion: (0.04673817835236051, 0.008437791330047684)   (rho_normalized calls: 147) 


Obj funtion: (0.04673817796280133, 0.008437791023983426)   (rho_normalized calls: 147) 


Obj funtion: (0.04673817869020857, 0.008437791657589538)   (rho_normalized calls: 147) 


Obj funtion: (0.04673817844735935, 0.008437791409804649)   (rho_normalized calls: 147) 


Obj funtion: (0.046738178508046034, 0.00843779148215347)   (rho_normalized calls: 147) 


Obj funtion: (0.04673817873879811, 0.00843779177009605)   (rho_normalized calls: 147) 


Obj funtion: (0.04673818208916828, 0.008437791732449643)   (rho_normalized calls: 147) 


Obj funtion: (0.04673817835179129, 0.008437791329899136)   (rho_normalized calls: 147) 


Obj funtion: (0.04673817835485271, 0.008437791332445904)   (rho_normalized calls: 147) 


Obj funtion: (0.04673817835255205, 0.008437791330313214)   (rho_normalized calls: 147) 


Obj funtion: (0.04673817836749722, 0.008437791353608934)   (rho_normalized calls: 147) 


Obj funtion: (0.04673817834509833, 0.008437791320888198)   (rho_normalized calls: 147) 


Obj funtion: (0.04673817841528005, 0.008437791325109065)   (rho_normalized calls: 147) 


Obj funtion: (0.046738178364404886, 0.00843779133848993)   (rho_normalized calls: 147) 


Obj funtion: (0.046738178321048235, 0.00843779129880326)   (rho_normalized calls: 147) 


Obj funtion: (0.046738178354813247, 0.008437791333866698)   (rho_normalized calls: 147) 


Obj funtion: (0.04673817842399663, 0.008437791437967274)   (rho_normalized calls: 147) 


Obj funtion: (0.04673817825562898, 0.00843779119691588)   (rho_normalized calls: 147) 


Obj funtion: (0.04673817849244569, 0.00843779130029907)   (rho_normalized calls: 147) 


Obj funtion: (0.04673817835253214, 0.00843779133018252)   (rho_normalized calls: 147) 


Obj funtion: (0.04673817835207411, 0.008437791329753558)   (rho_normalized calls: 147) 


Obj funtion: (0.04673817835232878, 0.008437791330022301)   (rho_normalized calls: 147) 


Obj funtion: (0.04673817835436776, 0.008437791332934798)   (rho_normalized calls: 147) 


Obj funtion: (0.04673817835347002, 0.008437791331373692)   (rho_normalized calls: 147) 


Obj funtion: (0.04673817835764936, 0.008437791330179974)   (rho_normalized calls: 147) 


Obj funtion: (0.046738178350837725, 0.00843779132885969)   (rho_normalized calls: 147) 


Obj funtion: (0.0467381783551167, 0.008437791332544547)   (rho_normalized calls: 147) 


Obj funtion: (0.04673817835196474, 0.008437791329709496)   (rho_normalized calls: 147) 


Obj funtion: (0.04673817836466128, 0.008437791347006854)   (rho_normalized calls: 147) 


Obj funtion: (0.046738178364101324, 0.008437791346578932)   (rho_normalized calls: 147) 


Obj funtion: (0.0467381783641384, 0.008437791330230683)   (rho_normalized calls: 147) 


Obj funtion: (0.04312477383609458, 0.008594143622475249)   (rho_normalized calls: 189) 


Obj funtion: (0.0431247732171608, 0.008594142847623066)   (rho_normalized calls: 189) 


Obj funtion: (0.043124774488621946, 0.008594144403186716)   (rho_normalized calls: 189) 


Obj funtion: (0.04312477379625428, 0.008594143617778691)   (rho_normalized calls: 189) 


Obj funtion: (0.04312477326986599, 0.008594143221593766)   (rho_normalized calls: 189) 


Obj funtion: (0.04312477349894252, 0.008594143439455092)   (rho_normalized calls: 189) 


Obj funtion: (0.04312477722855824, 0.0085941439939922)   (rho_normalized calls: 189) 


Obj funtion: (0.04312477383893892, 0.0085941436257409)   (rho_normalized calls: 189) 


Obj funtion: (0.04312477383936955, 0.008594143623654403)   (rho_normalized calls: 189) 


Obj funtion: (0.0431247738363377, 0.008594143622461246)   (rho_normalized calls: 189) 


Obj funtion: (0.04312477384824281, 0.008594143636813548)   (rho_normalized calls: 189) 


Obj funtion: (0.043124773822922444, 0.008594143612258607)   (rho_normalized calls: 189) 


Obj funtion: (0.04312477388655956, 0.008594143614900279)   (rho_normalized calls: 189) 


Obj funtion: (0.04312477378969513, 0.008594143558408858)   (rho_normalized calls: 189) 


Obj funtion: (0.043124773782628405, 0.008594143573924627)   (rho_normalized calls: 189) 


Obj funtion: (0.04312477384064186, 0.008594143627908148)   (rho_normalized calls: 189) 


Obj funtion: (0.0431247738769924, 0.008594143669004548)   (rho_normalized calls: 189) 


Obj funtion: (0.0431247736842373, 0.008594143486449116)   (rho_normalized calls: 189) 


Obj funtion: (0.043124773938549785, 0.008594143585614347)   (rho_normalized calls: 189) 


Obj funtion: (0.04312477383631241, 0.008594143623342125)   (rho_normalized calls: 189) 


Obj funtion: (0.04312477383580087, 0.008594143622545665)   (rho_normalized calls: 189) 


Obj funtion: (0.0431247738361013, 0.008594143622443543)   (rho_normalized calls: 189) 


Obj funtion: (0.043124773837759846, 0.008594143624340307)   (rho_normalized calls: 189) 


Obj funtion: (0.04312477383764944, 0.008594143623607692)   (rho_normalized calls: 189) 


Obj funtion: (0.043124773840497184, 0.008594143622870778)   (rho_normalized calls: 189) 


Obj funtion: (0.043124773832025017, 0.008594143610476583)   (rho_normalized calls: 189) 


Obj funtion: (0.04312477383902724, 0.008594143620774234)   (rho_normalized calls: 189) 


Obj funtion: (0.043124773836224047, 0.008594143622055395)   (rho_normalized calls: 189) 


Obj funtion: (0.04312477384534111, 0.00859414363226188)   (rho_normalized calls: 189) 


Obj funtion: (0.04312477385193714, 0.008594143636949957)   (rho_normalized calls: 189) 


Obj funtion: (0.04312477384522689, 0.00859414362309889)   (rho_normalized calls: 189) 


Obj funtion: (0.04216922212005947, 0.007286242930296276)   (rho_normalized calls: 231) 


Obj funtion: (0.04216922165719898, 0.007286242834527078)   (rho_normalized calls: 231) 


Obj funtion: (0.042169222688904606, 0.007286243165273272)   (rho_normalized calls: 231) 


Obj funtion: (0.042169222037697435, 0.007286242876955305)   (rho_normalized calls: 231) 


Obj funtion: (0.042169222530440156, 0.0072862429572854125)   (rho_normalized calls: 231) 


Obj funtion: (0.04216922294041503, 0.007286243300861439)   (rho_normalized calls: 231) 


Obj funtion: (0.042169225346983766, 0.00728624332169604)   (rho_normalized calls: 231) 


Obj funtion: (0.042169222123949204, 0.007286242932435329)   (rho_normalized calls: 231) 


Obj funtion: (0.04216922212220316, 0.007286242929080998)   (rho_normalized calls: 231) 


Obj funtion: (0.04216922212038583, 0.007286242930808845)   (rho_normalized calls: 231) 


Obj funtion: (0.042169222142918884, 0.007286242931948947)   (rho_normalized calls: 231) 


Obj funtion: (0.042169222114714834, 0.007286242925963702)   (rho_normalized calls: 231) 


Obj funtion: (0.04216922216460156, 0.007286242921432175)   (rho_normalized calls: 231) 


Obj funtion: (0.042169222060233366, 0.007286242892035687)   (rho_normalized calls: 231) 


Obj funtion: (0.04216922207634845, 0.0072862429182357705)   (rho_normalized calls: 231) 


Obj funtion: (0.042169222125287495, 0.007286242943249768)   (rho_normalized calls: 231) 


Obj funtion: (0.04216922223645641, 0.007286242944654538)   (rho_normalized calls: 231) 


Obj funtion: (0.04216922202725437, 0.007286242901658911)   (rho_normalized calls: 231) 


Obj funtion: (0.04216922220411476, 0.007286242890524886)   (rho_normalized calls: 231) 


Obj funtion: (0.042169222120282776, 0.007286242930957761)   (rho_normalized calls: 231) 


Obj funtion: (0.04216922211991049, 0.007286242930582519)   (rho_normalized calls: 231) 


Obj funtion: (0.04216922212007808, 0.0072862429302910856)   (rho_normalized calls: 231) 


Obj funtion: (0.0421692221226354, 0.007286242930347919)   (rho_normalized calls: 231) 


Obj funtion: (0.04216922212110553, 0.007286242929891825)   (rho_normalized calls: 231) 


Obj funtion: (0.04216922212406375, 0.007286242930724259)   (rho_normalized calls: 231) 


Obj funtion: (0.04216922211567185, 0.007286242922388532)   (rho_normalized calls: 231) 


Obj funtion: (0.042169222121459835, 0.007286242925792073)   (rho_normalized calls: 231) 


Obj funtion: (0.04216922212035881, 0.007286242930311033)   (rho_normalized calls: 231) 


Obj funtion: (0.042169222135477955, 0.007286242930564555)   (rho_normalized calls: 231) 


Obj funtion: (0.04216922213173187, 0.007286242927878883)   (rho_normalized calls: 231) 


Obj funtion: (0.042169222127937236, 0.007286242930880091)   (rho_normalized calls: 231) 


Obj funtion: (0.04160300801024065, 0.0077408689985052105)   (rho_normalized calls: 231) 


Obj funtion: (0.04160300779338601, 0.007740868984849204)   (rho_normalized calls: 231) 


Obj funtion: (0.041603008370685014, 0.007740869224573694)   (rho_normalized calls: 231) 


Obj funtion: (0.04160300789514214, 0.007740868941521088)   (rho_normalized calls: 231) 


Obj funtion: (0.04160300818521172, 0.007740868987209474)   (rho_normalized calls: 231) 


Obj funtion: (0.04160300857791473, 0.007740869352954148)   (rho_normalized calls: 231) 


Obj funtion: (0.04160301118644859, 0.0077408693774887296)   (rho_normalized calls: 231) 


Obj funtion: (0.04160300801390699, 0.0077408690008331955)   (rho_normalized calls: 231) 


Obj funtion: (0.04160300801116268, 0.007740868997909354)   (rho_normalized calls: 231) 


Obj funtion: (0.04160300801062566, 0.007740868999158549)   (rho_normalized calls: 231) 


Obj funtion: (0.04160300803019779, 0.007740869000204494)   (rho_normalized calls: 231) 


Obj funtion: (0.04160300800274916, 0.0077408689939525)   (rho_normalized calls: 231) 


Obj funtion: (0.04160300805313695, 0.007740868988685262)   (rho_normalized calls: 231) 


Obj funtion: (0.04160300795633479, 0.007740868955943978)   (rho_normalized calls: 231) 


Obj funtion: (0.04160300798222611, 0.007740868987402245)   (rho_normalized calls: 231) 


Obj funtion: (0.041603008015610676, 0.0077408690138736184)   (rho_normalized calls: 231) 


Obj funtion: (0.04160300811078705, 0.0077408690132092966)   (rho_normalized calls: 231) 


Obj funtion: (0.04160300790478575, 0.0077408689673067925)   (rho_normalized calls: 231) 


Obj funtion: (0.04160300808926563, 0.0077408689538538)   (rho_normalized calls: 231) 


Obj funtion: (0.041603008010417365, 0.00774086899897088)   (rho_normalized calls: 231) 


Obj funtion: (0.04160300801020587, 0.007740868998668261)   (rho_normalized calls: 231) 


Obj funtion: (0.04160300801026738, 0.007740868998500804)   (rho_normalized calls: 231) 


Obj funtion: (0.04160300801253126, 0.007740868998529099)   (rho_normalized calls: 231) 


Obj funtion: (0.04160300801139955, 0.007740868998112161)   (rho_normalized calls: 231) 


Obj funtion: (0.04160300801413291, 0.007740868999058348)   (rho_normalized calls: 231) 


Obj funtion: (0.04160300800648557, 0.007740868992185849)   (rho_normalized calls: 231) 


Obj funtion: (0.04160300800997023, 0.007740868994951928)   (rho_normalized calls: 231) 


Obj funtion: (0.04160300801066553, 0.007740868998540814)   (rho_normalized calls: 231) 


Obj funtion: (0.04160300802398273, 0.0077408689984682045)   (rho_normalized calls: 231) 


Obj funtion: (0.04160300802260219, 0.007740868996103242)   (rho_normalized calls: 231) 


Obj funtion: (0.041603008017750305, 0.007740868999462641)   (rho_normalized calls: 231) 


Obj funtion: (0.04106404316037569, 0.009997849435682958)   (rho_normalized calls: 189) 


Obj funtion: (0.04106404328463735, 0.0099978497230084)   (rho_normalized calls: 189) 


Obj funtion: (0.04106404319254116, 0.009997849349531317)   (rho_normalized calls: 189) 


Obj funtion: (0.041064042990982576, 0.0099978492488133)   (rho_normalized calls: 189) 


Obj funtion: (0.04106404314186059, 0.009997849398859697)   (rho_normalized calls: 189) 


Obj funtion: (0.04106404351520553, 0.009997849791664116)   (rho_normalized calls: 189) 


Obj funtion: (0.04106404632569366, 0.009997849818571585)   (rho_normalized calls: 189) 


Obj funtion: (0.04106404316308293, 0.009997849437400043)   (rho_normalized calls: 189) 


Obj funtion: (0.0410640431601841, 0.009997849435971297)   (rho_normalized calls: 189) 


Obj funtion: (0.041064043160835555, 0.009997849436227809)   (rho_normalized calls: 189) 


Obj funtion: (0.04106404317557851, 0.009997849451538275)   (rho_normalized calls: 189) 


Obj funtion: (0.04106404315154034, 0.009997849427514627)   (rho_normalized calls: 189) 


Obj funtion: (0.04106404320329788, 0.009997849425842505)   (rho_normalized calls: 189) 


Obj funtion: (0.04106404312406375, 0.009997849401400812)   (rho_normalized calls: 189) 


Obj funtion: (0.04106404315268099, 0.00999784943657555)   (rho_normalized calls: 189) 


Obj funtion: (0.041064043164840754, 0.009997849443964636)   (rho_normalized calls: 189) 


Obj funtion: (0.04106404324007065, 0.0099978495161559)   (rho_normalized calls: 189) 


Obj funtion: (0.041064043055839265, 0.009997849334593044)   (rho_normalized calls: 189) 


Obj funtion: (0.04106404323983015, 0.00999784939089251)   (rho_normalized calls: 189) 


Obj funtion: (0.04106404316045453, 0.009997849435965968)   (rho_normalized calls: 189) 


Obj funtion: (0.041064043160437894, 0.009997849435662155)   (rho_normalized calls: 189) 


Obj funtion: (0.041064043160411096, 0.00999784943571995)   (rho_normalized calls: 189) 


Obj funtion: (0.04106404316214786, 0.009997849437455186)   (rho_normalized calls: 189) 


Obj funtion: (0.04106404316149397, 0.009997849436434985)   (rho_normalized calls: 189) 


Obj funtion: (0.04106404316425967, 0.009997849436244733)   (rho_normalized calls: 189) 


Obj funtion: (0.04106404315787533, 0.009997849431693413)   (rho_normalized calls: 189) 


Obj funtion: (0.0410640431579856, 0.009997849436874408)   (rho_normalized calls: 189) 


Obj funtion: (0.04106404316099682, 0.009997849436764931)   (rho_normalized calls: 189) 


Obj funtion: (0.04106404317129979, 0.009997849446058318)   (rho_normalized calls: 189) 


Obj funtion: (0.04106404317169282, 0.009997849445308115)   (rho_normalized calls: 189) 


Obj funtion: (0.04106404316784191, 0.00999784943670555)   (rho_normalized calls: 189) 


Obj funtion: (0.0408252513557488, 0.00963008711558953)   (rho_normalized calls: 189) 


Obj funtion: (0.04082525156818285, 0.009630087333357278)   (rho_normalized calls: 189) 


Obj funtion: (0.04082525128016093, 0.0096300870901866)   (rho_normalized calls: 189) 


Obj funtion: (0.040825251162309686, 0.009630086920002136)   (rho_normalized calls: 189) 


Obj funtion: (0.04082525133774541, 0.009630087031511452)   (rho_normalized calls: 189) 


Obj funtion: (0.04082525171077707, 0.009630087419521722)   (rho_normalized calls: 189) 


Obj funtion: (0.040825254527220536, 0.009630087492808411)   (rho_normalized calls: 189) 


Obj funtion: (0.04082525135786838, 0.009630087117514629)   (rho_normalized calls: 189) 


Obj funtion: (0.04082525135540205, 0.009630087116062332)   (rho_normalized calls: 189) 


Obj funtion: (0.04082525135623843, 0.009630087116169214)   (rho_normalized calls: 189) 


Obj funtion: (0.04082525136930216, 0.009630087129331943)   (rho_normalized calls: 189) 


Obj funtion: (0.040825251347162334, 0.009630087107135962)   (rho_normalized calls: 189) 


Obj funtion: (0.04082525139908133, 0.009630087105932845)   (rho_normalized calls: 189) 


Obj funtion: (0.04082525132814226, 0.0096300870776793)   (rho_normalized calls: 189) 


Obj funtion: (0.040825251352863856, 0.009630087112779805)   (rho_normalized calls: 189) 


Obj funtion: (0.040825251359326874, 0.009630087124049069)   (rho_normalized calls: 189) 


Obj funtion: (0.04082525143010737, 0.009630087187963291)   (rho_normalized calls: 189) 


Obj funtion: (0.040825251259098895, 0.009630087019176739)   (rho_normalized calls: 189) 


Obj funtion: (0.040825251436661276, 0.009630087071371422)   (rho_normalized calls: 189) 


Obj funtion: (0.04082525135580245, 0.009630087115897547)   (rho_normalized calls: 189) 


Obj funtion: (0.04082525135582859, 0.00963008711556623)   (rho_normalized calls: 189) 


Obj funtion: (0.04082525135578513, 0.009630087115635327)   (rho_normalized calls: 189) 


Obj funtion: (0.040825251357319674, 0.009630087117125348)   (rho_normalized calls: 189) 


Obj funtion: (0.04082525135677735, 0.009630087116302413)   (rho_normalized calls: 189) 


Obj funtion: (0.040825251359655396, 0.009630087116143441)   (rho_normalized calls: 189) 


Obj funtion: (0.040825251353652926, 0.009630087111256357)   (rho_normalized calls: 189) 


Obj funtion: (0.040825251352797354, 0.009630087117094312)   (rho_normalized calls: 189) 


Obj funtion: (0.04082525135645216, 0.009630087116779916)   (rho_normalized calls: 189) 


Obj funtion: (0.04082525136565081, 0.009630087124710635)   (rho_normalized calls: 189) 


Obj funtion: (0.04082525136595032, 0.009630087124344593)   (rho_normalized calls: 189) 


Obj funtion: (0.04082525136328236, 0.009630087116591031)   (rho_normalized calls: 189) 


Obj funtion: (0.04002229275213095, 0.009695781579911064)   (rho_normalized calls: 147) 


Obj funtion: (0.040022293133185935, 0.009695781668843495)   (rho_normalized calls: 147) 


Obj funtion: (0.04002229247987454, 0.009695781669254208)   (rho_normalized calls: 147) 


Obj funtion: (0.04002229252981246, 0.009695781408151638)   (rho_normalized calls: 147) 


Obj funtion: (0.04002229274652534, 0.00969578160625547)   (rho_normalized calls: 147) 


Obj funtion: (0.04002229312058071, 0.009695782032017652)   (rho_normalized calls: 147) 


Obj funtion: (0.040022295892482185, 0.00969578201069491)   (rho_normalized calls: 147) 


Obj funtion: (0.04002229275326176, 0.009695781582197069)   (rho_normalized calls: 147) 


Obj funtion: (0.04002229275154293, 0.009695781580684237)   (rho_normalized calls: 147) 


Obj funtion: (0.04002229275265846, 0.009695781580218582)   (rho_normalized calls: 147) 


Obj funtion: (0.04002229276293845, 0.00969578159371226)   (rho_normalized calls: 147) 


Obj funtion: (0.040022292744391036, 0.009695781570186995)   (rho_normalized calls: 147) 


Obj funtion: (0.04002229279472913, 0.00969578157009194)   (rho_normalized calls: 147) 


Obj funtion: (0.040022292739564196, 0.009695781535390788)   (rho_normalized calls: 147) 


Obj funtion: (0.04002229275997338, 0.00969578156932277)   (rho_normalized calls: 147) 


Obj funtion: (0.04002229275413268, 0.009695781586728451)   (rho_normalized calls: 147) 


Obj funtion: (0.04002229281584051, 0.00969578165695014)   (rho_normalized calls: 147) 


Obj funtion: (0.040022292670118295, 0.009695781477394451)   (rho_normalized calls: 147) 


Obj funtion: (0.04002229283106007, 0.009695781532903146)   (rho_normalized calls: 147) 


Obj funtion: (0.04002229275213726, 0.009695781580261922)   (rho_normalized calls: 147) 


Obj funtion: (0.040022292752242755, 0.009695781579882184)   (rho_normalized calls: 147) 


